part_number,title,upc,price,og_oem,main_man,department,product_line,manufacturer
V34-129S,"Filter Grid 17.5"" x 24"" ",811636021945,18.39,,Anthony,Filter Parts,Anthony>Filter Parts,Val-Pak
V34-129,"Filter Grid 17.5"" x 24"" (25/Bag)",811636021945,14.7,17565,Anthony,Filter Parts,Anthony>Filter Parts,Val-Pak
V34-157,"Top Shell Assembly (VA-26, 32, 38) - 13"" x 18 1/2"" dia.",811636027008,267.41,,Anthony,Filter Parts,Anthony>Filter Parts,Val-Pak
V34-158,"Top Shell Assembly (VA-52-1 1/2"" & 2"")- 12 1/4"" x 21"" dia.",811636022164,278.35,,Anthony,Filter Parts,Anthony>Filter Parts,Val-Pak
V34-154S,"Tank Lid O-Ring 18"" ",811636022157,11.73,,Anthony,Filter Parts,Anthony>Filter Parts,Val-Pak
V34-154,"Tank Lid O-Ring 18"" (25/Bag)",811636022157,7.81,17433,Anthony,Filter Parts,Anthony>Filter Parts,Val-Pak
V34-139S,"Tank Lid O-Ring 20"" ",811636022034,13.46,,Anthony,Filter Parts,Anthony>Filter Parts,Val-Pak
V34-139,"Tank Lid O-Ring 20"" (25/Bag)",811636022034,8.97,17434,Anthony,Filter Parts,Anthony>Filter Parts,Val-Pak
V34-125,"Filter Shaft 17 1/4""",811636021907,21.88,17007,Anthony,Filter Parts,Anthony>Filter Parts,Val-Pak
V34-126,"Filter Shaft 19 3/4""",811636021914,23.09,17006,Anthony,Filter Parts,Anthony>Filter Parts,Val-Pak
V34-130,"Collection Elbow 1 1/2"" ",811636021952,12.09,17572,Anthony,Filter Parts,Anthony>Filter Parts,Val-Pak
V34-131,"Collection Elbow 2"" ",811636021969,12.09,17571,Anthony,Filter Parts,Anthony>Filter Parts,Val-Pak
V34-163,"Inlet Elbow 2"" ",811636027145,12.09,17525,Anthony,Filter Parts,Anthony>Filter Parts,Val-Pak
V34-164,"Inlet Pipe 2"" ",811636022195,25.53,,Anthony,Filter Parts,Anthony>Filter Parts,Val-Pak
V34-166,"Inlet Pipe 1 1/2"" ",811636022201,25.53,,Anthony,Filter Parts,Anthony>Filter Parts,Val-Pak
V34-136S,Internal Air Bleed Assembly ,811636022010,8.95,,Anthony,Filter Parts,Anthony>Filter Parts,Val-Pak
V34-136,Internal Air Bleed Assembly (10/Bag),811636022010,5.96,,Anthony,Filter Parts,Anthony>Filter Parts,Val-Pak
V34-121S,"Insert Nut, Brass ",811636021860,7.56,,Anthony,Filter Parts,Anthony>Filter Parts,Val-Pak
V34-121,"Insert Nut, Brass (10/Bag)",811636021860,5.04,17576,Anthony,Filter Parts,Anthony>Filter Parts,Val-Pak
V34-148,"Grid Spacer 3/4""",,6.08,,Anthony,Filter Parts,Anthony>Filter Parts,Val-Pak
V34-149,"Grid Spacer 1"" ",811636022102,6.08,17430,Anthony,Filter Parts,Anthony>Filter Parts,Val-Pak
V34-150,"Grid Spacer 1-1/2""",811636022119,12.16,17575,Anthony,Filter Parts,Anthony>Filter Parts,Val-Pak
V34-122,Rear End Bell (with Set Screw),811636021877,14.59,17410,Anthony,Filter Parts,Anthony>Filter Parts,Val-Pak
V34-123S,Set Screw - Rear End Bell ,811636021884,1.12,,Anthony,Filter Parts,Anthony>Filter Parts,Val-Pak
V34-123,Set Screw - Rear End Bell (25/Bag),811636021884,0.75,024924SS,Anthony,Filter Parts,Anthony>Filter Parts,Val-Pak
V34-161,"1/4"" Pressure Gauge 0-60 PSI",811636022171,4.34,,Anthony,Filter Parts,Anthony>Filter Parts,Val-Pak
V34-162,"1/4"" Brass Tee",811636022188,5.22,,Anthony,Filter Parts,Anthony>Filter Parts,Val-Pak
V34-132,"18"" Tank Clamp",811636021976,54.99,17745,Anthony,Filter Parts,Anthony>Filter Parts,Val-Pak
V34-133,"20"" Tank Clamp",811636021983,57.77,17746,Anthony,Filter Parts,Anthony>Filter Parts,Val-Pak
V34-151S,Tank Clamp Nut N/S Brass ,811636022126,2.55,,Anthony,Filter Parts,Anthony>Filter Parts,Val-Pak
V34-151,Tank Clamp Nut N/S Brass (25/Bag),811636022126,1.7,17762,Anthony,Filter Parts,Anthony>Filter Parts,Val-Pak
V34-138S,Face Ring Light Screw & Retainer ,811636022027,6.87,,Anthony,Filter Parts,Anthony>Filter Parts,Val-Pak
V34-138,Face Ring Light Screw & Retainer (10/Bag),811636022027,4.57,14434,Anthony,Filter Parts,Anthony>Filter Parts,Val-Pak
,Anthony Skimmer Parts,,,,Anthony,,Anthony>,Val-Pak
V34-124,Diverter Valve O/S,811636021891,20.26,5227,Anthony,Skimmer Parts,Anthony>Skimmer Parts,Val-Pak
V34-134,Long Diverter for U3 Skimmer,811636021990,26.91,6683,Anthony,Skimmer Parts,Anthony>Skimmer Parts,Val-Pak
V38-100,Thread Lock Diverter,811636022447,10.94,6414,Anthony,Skimmer Parts,Anthony>Skimmer Parts,Val-Pak
V34-017S,"Anthony Skimmer Basket 7"" x 7"" ",811636021792,12.49,,Anthony,Skimmer Parts,Anthony>Skimmer Parts,Val-Pak
V34-017,"Anthony Skimmer Basket 7"" x 7"" (18/Box)",811636021792,8.32,2908,Anthony,Skimmer Parts,Anthony>Skimmer Parts,Val-Pak
V34-018,"9"" x 9"" Skimmer Lid (Precast Skimmer)",811636021808,27.89,,Anthony,Skimmer Parts,Anthony>Skimmer Parts,Val-Pak
,A O Smith Heater Parts,,,,,,>,Val-Pak
V44-108,225 Pilot,,43.14,,A O Smith,Heater Parts,A O Smith>Heater Parts,Val-Pak
V44-109,"300, 390 & 420 Pilot",,58.34,,A O Smith,Heater Parts,A O Smith>Heater Parts,Val-Pak
V44-114,Pilot Shield,,8.68,,A O Smith,Heater Parts,A O Smith>Heater Parts,Val-Pak
V44-103,225 & 300 Gas Valve,,299.62,,A O Smith,Heater Parts,A O Smith>Heater Parts,Val-Pak
V44-104,390 & 420 Gas Valve,,327.32,,A O Smith,Heater Parts,A O Smith>Heater Parts,Val-Pak
V44-101,"Dry Well 1/2"" ",,42.54,,A O Smith,Heater Parts,A O Smith>Heater Parts,Val-Pak
V44-111,"Dry Well 3/4"" ",,42.54,,A O Smith,Heater Parts,A O Smith>Heater Parts,Val-Pak
V44-100,Thermostat,811636024021,92.61,,A O Smith,Heater Parts,A O Smith>Heater Parts,Val-Pak
V44-105,160 High Limit Switch,811636024038,104.19,,A O Smith,Heater Parts,A O Smith>Heater Parts,Val-Pak
V44-106,130 High Limit Switch,811636024045,55.57,,A O Smith,Heater Parts,A O Smith>Heater Parts,Val-Pak
V44-112,160 Coil Limit Switch,,72.93,,A O Smith,Heater Parts,A O Smith>Heater Parts,Val-Pak
,Aqua-Flo A Series Pump & Motor 115/230 60Hz,,,,,Pump Parts,>Pump Parts,Val-Pak
11003000,"1/3 HP 115/230 1-1/2"" Suction 5"" Trap",811636025028,612.44,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
11005000,"1/2 HP 115/230 1-1/2"" Suction 5"" Trap",811636025035,612.44,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
11007000,"3/4 HP 115/230 1-1/2"" Suction 5"" Trap",811636025042,623.78,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
11010000,"1.0 HP 115/230 2"" Suction 5"" Trap",811636025059,633.49,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
11015000,"1.5 HP 115/230 2"" Suction 5"" Trap",811636025066,683.71,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
11020000,"2.0 HP 230 Volt 2"" Suction 5"" Trap",811636025073,742.03,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
11030000,"3.0 HP 230 Volt 2"" Suction 6"" Trap",811636025080,955.9,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
,Aqua-Flo A Series Pump & Motor 115/230 60Hz Less Trap ,,,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
11003010,"1/3 HP 115/230 1-1/2"" Suction Less Trap",811636020047,521.08,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
11005010,"1/2 HP 115/230 1-1/2"" Suction Less Trap",811636020252,521.08,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
11007010,"3/4 HP 115/230 1-1/2"" Suction Less Trap",811636020993,532.78,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
11010010,"1.0 HP 115/230 1-1/2"" Suction Less Trap",811636021006,542.34,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
11015010,"1.5 HP 115/230 1-1/2"" Suction Less Trap",811636022737,593.04,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
11020010,"2.0 HP 230 Volt 1-1/2"" Suction Less Trap",811636022836,651.92,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
11030020,"3.0 HP 230 Volt 1-1/2"" Suction Less Trap",811636026124,867.82,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
,Aqua-Flo A Series Pump & Motor 208-230/460  50/60Hz 3 PH DP,,,,,Pump Parts,>Pump Parts,Val-Pak
11505000,1/2 HP 208-230/460 1-1/2 Suction,811636026131,649.18,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
11507000,3/4 HP 208-230/460 1-1/2 Suction,811636026148,661.2,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
11510000,"1.0 HP 208-230/460 2"" Suction",811636026155,671.5,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
11515000,"1.5 HP 208-230/460 2"" Suction",811636026162,724.74,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
11520000,"2.0 HP 208-230/460 2"" Suction",811636026179,786.56,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
11530000,"3.0 HP 208-230/460 2"" Suction",811636026186,1013.25,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
,Aqua-Flo A Series Pump & Motor 208-230/460  50/60Hz 3 PH TEFC,,,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
11505000-T,"1/2 HP 208-230/460 1-1/2"" Suction",811636026193,667.73,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
11507000-T,"3/4 HP 208-230/460 1-1/2"" Suction",811636026209,679.73,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
11510000-T,"1 HP 208-230/460 2"" Suction",811636026216,690.69,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
11515000-T,"1.5 HP 208-230/460 2"" Suction",811636026223,745.44,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
11520000-T,"2.0 HP 208-230/460 2"" Suction",811636026230,809.03,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
11530000-T,"3.0 HP 208-230/460 2"" Suction",811636026247,1042.21,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
,Aqua-Flo A Series Pump & Motor 208-230-460 50/60Hz 3 PH DP L/Trap,,,,,Pump Parts,>Pump Parts,Val-Pak
11505010,"1/2 HP 208-230-460 1-1/2"" Suction",811636026254,528.02,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
11507010,"3/4 HP 208-230/460 1-1/2"" Suction",811636026261,539.73,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
11510010,"1 HP 208-230/460 2"" Suction",811636026278,549.29,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
11515010,"1.5 HP 208-230-460 2"" Suction",811636026285,599.98,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
11520010,"2.0 HP 208-230/460 2"" Suction",811636026292,658.86,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
11530020,"3.0 HP 208-230/460 2"" Suction",811636026308,874.76,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
,Aqua-Flo A Series Liquid End,,,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
11903000,"1/3 HP 1-1/2"" Suction 5"" Trap",811636025097,429.08,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
11905000,"1/2 HP 1-1/2"" Suction 5"" Trap",811636025103,429.08,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
11907000,"3/4 HP 1-1/2"" Suction 5"" Trap",811636025110,429.08,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
11910000,"1.0 HP 2"" Suction 5"" Trap",811636025127,429.08,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
11915000,"1.5 HP 2"" Suction 5"" Trap",811636025134,429.08,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
11920000,"2.0 HP 2"" Suction 5"" Trap",811636025141,429.08,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
11930000,"3.0 HP 2"" Suction 6"" Trap",811636025158,582.28,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
,Aqua-Flo A Series Liquid End Less Trap,,,,,Pump Parts,>Pump Parts,Val-Pak
11903010,"1/3 HP 1-1/2"" Suction ",811636026315,350.39,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
11905010,"1/2 HP 1-1/2"" Suction ",811636026322,350.39,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
11907010,"3/4 HP 1-1/2"" Suction",811636026339,350.39,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
11910010,"1 HP 1-1/2"" Suction",811636026346,350.39,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
11915010,"1.5 HP 1-1/2"" Suction",811636026353,350.39,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
11920010,"2 HP 1-1/2"" Suction",811636026360,350.39,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
11930020,"3 HP 1-1/2"" Suction",811636026377,489.23,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
,Aqua-Flo AC Series Pump & Motor,,,,,Pump Parts,>Pump Parts,Val-Pak
10030010,"3.0 HP High Head 230 Volt 1 Phase 3"" Suction 8"" Trap",811636025400,1849.52,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
10130000,"3.0 HP High Head 208-230/460 Volt 3 Phase 3"" Suction 8"" Trap",811636025417,1753.42,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
10031010,"3.0 HP Med Head 230 Volt 1 Phase 3"" Suction 8"" Trap",811636025424,1849.52,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
10131010,"3.0 HP Med Head 208-230/460 Volt 3 Phase 3"" Suction 8"" Trap",811636025431,1757.54,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
10050010,"5.0 HP High Head 230 Volt 1 Phase 3"" Suction 8"" Trap",811636025448,1961.74,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
10150010,"5.0 HP High Head 208-230/460 Volt 3 Phase 3"" Suction 8"" Trap",811636025455,1796.85,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
,Aqua-Flo A Series Pump Parts,,,,,Pump Parts,>Pump Parts,Val-Pak
99730000,"Set Screw 1/4""-20 x 5/16"" (100/Bag)",811636025165,0.48,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
92520002,Pump Shaft,811636025264,20.07,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
91140050,Bracket 1/3-2.0 HP,811636025172,107.34,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
91140150,Bracket 3.0 HP,811636024960,208.48,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
91500050S,Volute Gasket 1/3-2.0 HP ,811636026384,2.72,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
91500050,Volute Gasket 1/3-2.0 HP (12/Bag),811636026384,1.81,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
91500100S,Volute Gasket 3.0 HP ,811636026391,3.2,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
91500100,Volute Gasket 3.0 HP (12/Bag),811636026391,2.12,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
92500050,Pump Seal,811636026407,5.4,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
92500050,Pump Seal (50/Bag),811636026407,5.28,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
91691000,1/3 HP Impeller,811636025271,46.92,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
91691051,1/2 HP Impeller,811636025288,42.24,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
91691101,3/4 HP Impeller,811636025301,42.24,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
91691151,1.0 HP Impeller,811636025318,42.24,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
91691201,1.5 HP Impeller,811636025325,42.24,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
91691251,2.0 HP Impeller,811636025332,42.24,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
91691300,3.0 HP Impeller,811636025349,69.23,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
92770050,1/3-2.0 HP Volute,811636025004,114.49,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
92770150,3.0 HP Volute,811636025011,161.33,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
91100100,Pump Base (Plastic),811636025356,22.92,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
91500150S,"Trap Gasket 5"" ",811636026414,1.93,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
91500150,"Trap Gasket 5"" (12/Bag)",811636026414,1.27,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
92290000S,"1/4"" Brass Pipe Plug ",811636025363,3.11,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
92290000,"1/4"" Brass Pipe Plug (12 Bag)",811636025363,2.07,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
91500200S,"Trap Gasket 6"" & 8"" ",811636026421,4.39,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
91500200,"Trap Gasket 6"" & 8"" (12/Bag)",811636026421,2.92,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
92620000,"Trap 5"" 1-1/2"" Suction",811636025370,172.42,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
92620050,"Trap 5"" 2"" Suction",811636024991,172.42,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
92620100,"Trap 6"" 2"" Suction",811636025387,216.22,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
91110000S,"Strainer Basket 5""",811636025196,12.43,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
91110000,"Strainer Basket 5"" (16/Box)",811636025196,8.28,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
91110010,"Strainer Basket 6""",811636025202,11.92,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
92200000S,"Trap Cover O-Ring 5""",811636026438,2.47,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
92200000,"Trap Cover O-Ring 5"" (12/Bag)",811636026438,1.64,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
92200010S,"Trap Cover O-Ring 6"" ",811636026445,2.91,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
92200010,"Trap Cover O-Ring 6"" (12/Bag)",811636026445,1.94,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
91230000,"Trap Cover 5""",811636024977,36.93,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
91230050,"Trap Cover 6""",811636025394,42.85,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
91920001,"Lock Handle, Bronze/S.S. Stud",811636024984,10.82,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
91040010,"Trap Assembly Complete 5"" x 1-1/2""",811636025233,229.21,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
91040020,"Trap Assembly Complete 5"" x 2""",811636025240,229.21,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
91040030,"Trap Assembly Complete 6"" x 2""",811636025257,282.61,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
93500200,A Series Seal Kit 1/3-2 HP,811636025219,38.2,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
93500200-2,A Series Seal Kit 3 HP,811636025226,38.2,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
,Aqua-Flo AC Series Pump Parts,,,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
93497000,Motor 3 HP Single Phase,811636025462,717.26,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
93497010,Motor 3 HP Three Phase,811636025479,687.14,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
93498000,Motor 5 HP Single Phase,811636025486,784.42,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
93498010,Motor 5 HP Three Phase,811636025493,704.36,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
91140000,Bracket 3 & 5 HP,811636025509,254.81,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
91500000S,AC Volute Gasket,811636026452,6.84,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
91500000,AC Volute Gasket (12/Bag),811636026452,4.55,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
92500000,AC Series Pump Seal,811636026469,42.45,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
91690002,3.0 HP High Head Impeller,811636025516,208.59,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
91690051,3.0 HP Med. Head Impeller,811636025523,208.59,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
91690102,5.0 HP High Head Impeller,811636025530,225.57,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
99890160,"5/16"" x .096 S.S. Flat Washer",811636025547,1.47,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
99050030,"Hex Bolt 5/16"" x 5/8""",811636025189,0.62,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
92770000,Volute,811636025554,525.07,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
92290000S,"1/4"" Pipe Plug ",811636025363,3.11,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
92290000,"1/4"" Pipe Plug (12/Bag)",811636025363,2.07,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
91500200S,"Trap Gasket 6"" & 8"" ",811636026421,4.39,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
91500200,"Trap Gasket 6"" & 8"" (12/Bag)",811636026421,2.92,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
92620100,"Trap 6"" x 2""",811636025387,216.22,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
92620150,"Trap 8"" x 3""",811636025561,648.6,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
91450010,"Inlet Flange 3"" NTP",811636025578,67.5,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
91450010-1,"2"" x 3"" AC Series Outlet Flange NTP",,58.94,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
91110010,"Pump Basket 6""",811636025202,11.92,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
91110050,"Pump Basket 8"" S.S.",811636026476,80.65,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
92200010S,"Trap Cover O-Ring 6""",811636026445,2.91,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
92200010S,"Trap Cover O-Ring 6""",811636026445,2.91,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
92200010S,"Trap Cover O-Ring 6""",811636026445,2.91,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
92200010S,"Trap Cover O-Ring 6""",811636026445,2.91,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
91230050,"Trap Cover 6""",811636025394,42.84,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
91230100,"Trap Cover 8""",811636025585,95.73,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
91920001,"Lock Handle, Bronze/S.S. Stud",811636024984,10.82,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
91040030,"Trap Assembly 6"" x 2""",811636025257,296.74,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
91040050,"Trap Assembly 8"" x 3""",811636025608,832.39,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
93500200-1,AC Series Seal Kit 3-5 HP,811636025592,60.58,,Aqua-Flo,Pump Parts,Aqua-Flo>Pump Parts,Val-Pak
,Dominator Pump Complete High & Medium Head,,,,,Pump Parts,>Pump Parts,Val-Pak
159050H-1,Dominator Pump 1/2 HP High Head 115/230 1 PH,811636025615,334.55,14005500-1050,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
159050M-1,Dominator Pump 1/2 HP Medium Head 115/230 1 PH,811636025622,334.55,15005000-1050,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
159070H-1,Dominator Pump 3/4 HP High Head 115/230 1 PH,811636025639,357.71,14007500-1050,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
159070M-1,Dominator Pump 3/4 HP Medium Head 115/230 1 PH,811636025646,357.71,15007000-1050,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
159100H-1,Dominator Pump 1 HP High Head 115/230 1 PH,811636025653,380.86,14010500-1050,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
159100M-1,Dominator Pump 1 HP Medium Head 115/230 1 PH,811636025660,380.86,15010000-1050,Dominator,Pump Parts,Dominator>Pump Parts,Val-Pak
