•ÈÀoperation,sku,upc,item_name,Error Codes,Error Descriptions,Warning Codes,Warning Descriptions,our_price,our_price_UOM,product_type,product_description,brand_name,Webstore Categories,platinum_keywords,RestockDate,are_batteries_included,batteries_required,battery_type_9v,battery_type_a,battery_type_aa,battery_type_aaa,battery_type_c,battery_type_cr123a,battery_type_cr2,battery_type_cr5,battery_type_d,battery_type_lithium_ion,battery_type_lithium_metal,battery_type_p76,battery_type_product_specific,bullet_point,can_be_giftmessaged,can_be_giftwrapped,color_map,color_name,country_of_origin,country_string,cpsia_cautionary_statement,custom_meta_description,custom_number_1,custom_number_2,custom_number_3,custom_number_4,custom_number_5,custom_page_title,custom_text_1,custom_text_10,custom_text_2,custom_text_3,custom_text_4,custom_text_5,custom_text_6,custom_text_7,custom_text_8,custom_text_9,discounted_price,discounted_price_UOM,discounted_price_end_date,discounted_price_start_date,ean,email_me_when_available,external_testing_certification,fulfilled_by_amazon,generic_keywords,hazmat_type,image_main,image_pt01,image_pt02,image_pt03,image_pt04,image_pt05,image_pt06,image_pt07,image_pt08,image_swch,is_discontinued_by_manufacturer,item_classification,item_display_depth,item_display_depth_UOM,item_display_diameter,item_display_diameter_UOM,item_display_height,item_display_height_UOM,item_display_length,item_display_length_UOM,item_display_weight,item_display_weight_UOM,item_display_width,item_display_width_UOM,item_height,item_height_UOM,item_length,item_length_UOM,item_package_quantity,item_type_keyword,item_weight,item_weight_UOM,item_width,item_width_UOM,list_price,list_price_UOM,lithium_battery_packaging,manufacturer,marketplace_search_indexability,marketplaces,material_type,matte_style,max_order_quantity,missing_keyset_reason,model,moisture_needs,number_of_lithium_ion_cells,number_of_lithium_metal_cells,number_of_pieces,occasion,offer_inventory_leadtime,offer_inventory_quantity,offering_condition,offering_condition_note,offering_end_date,offering_start_date,offering_subcondition,package_height,package_height_UOM,package_length,package_length_UOM,package_weight,package_weight_UOM,package_width,package_width_UOM,part_number,pattern_name,po_box_shipping_excluded,product_tax_code,release_date,size_name,specific_uses_keywords,specification_met,style_name,sunlight_exposure,sunset_climate_zone,suppressed_comparison_engine,target_audience_keywords,telling_page_indicator,thesaurus_attribute_keywords,thesaurus_subject_keywords,usda_hardiness_zone,variation_theme_id,volume_capacity_name,warranty_description,website_shipping_weight,website_shipping_weight_UOM
UPDATE,"""353318S""","""788379859367""",MTR PKG 3HP 2SP EE 230V FULLRATED 60HZ BLK,,,,,536,USD,MISC_OTHER,MTR PKG 3HP 2SP EE 230V FULLRATED 60HZ BLK,Pentair,Paragon Pool Supplies > Pentair > Pumps > Pump Units,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,base_product,,,,,,,,,,,,,9,IN,22.5,IN,,,45,LB,11.5,IN,,,,Pentair,,"www.amazon.com,www.allpoolspa.com",,,,,,,,,,,10,2,New,,,2014-10-03T19:31:15Z,New,,,,,,,,,"""353318S""",,,,,,,,,,,,,,,,,,,,,
UPDATE,"""350156S""","""788379804664""",MTR PKG EQ 3HP 3 PH 50HZ 230 400V,8541,"Error Code: 8541, Marketplace: ; Description: SKU 350156S, ASIN B008HLLEWC, ('item_name' Merchant: 'MTR PKG EQ 3HP 3 PH 50HZ 230 400V' / Amazon: 'Pentair 350156S 3 HP Motor Replacement EQ-Series EQK300 Commercial Plastic Pool and Spa Pump (Discontinued by Manufacturer)', 'part_number' Merchant: '350156S' / Amazon: ''). The product_id provided with 350156S corresponds to ASIN B008HLLEWC, but some of the information submitted contradicts information in the Amazon catalog. If your product is the same as this ASIN, please modify your product data to reflect the following Amazon catalog values and resubmit. If your product is different than the ASIN, please check that the product_id is correct. If it is correct, please contact Seller Support for proper resolution.Feed ID: 0 For details, see http://sellercentral.amazon.com/gp/errorcode/8541; ",,,"1,128",USD,MISC_OTHER,MTR PKG EQ 3HP 3 PH 50HZ 230 400V,Pentair,Paragon Pool Supplies > Pentair > Pumps > Pump Units,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,base_product,,,,,,,,,,,,,,,,,,,,,,,,,,Pentair,,www.allpoolspa.com,,,,,,,,,,,10,2,New,,,2014-10-03T19:31:12Z,New,,,,,,,,,"""350156S""",,,,,,,,,,,,,,,,,,,,,
UPDATE,"""350113S""","""788379804749""",MTR PKG EQ EXPL PF 7.5HP 3PH 50HZ 230 400V,8541,"Error Code: 8541, Marketplace: ; Description: SKU 350113S, ASIN B008HLLCRE, ('item_name' Merchant: 'MTR PKG EQ EXPL PF 7.5HP 3PH 50HZ 230 400V' / Amazon: 'Pentair 350113S 7-1/2 HP Motor Replacement EQ-Series EQK750 EXPL PF Commercial Plastic Pool and Spa Pump (Discontinued by Manufacturer)', 'part_number' Merchant: '350113S' / Amazon: ''). The product_id provided with 350113S corresponds to ASIN B008HLLCRE, but some of the information submitted contradicts information in the Amazon catalog. If your product is the same as this ASIN, please modify your product data to reflect the following Amazon catalog values and resubmit. If your product is different than the ASIN, please check that the product_id is correct. If it is correct, please contact Seller Support for proper resolution.Feed ID: 0 For details, see http://sellercentral.amazon.com/gp/errorcode/8541; ",,,"1,659",USD,MISC_OTHER,MTR PKG EQ EXPL PF 7.5HP 3PH 50HZ 230 400V,Pentair,Paragon Pool Supplies > Pentair > Pumps > Pump Units,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,base_product,,,,,,,,,,,,,,,,,,,,,,,,,,Pentair,,www.allpoolspa.com,,,,,,,,,,,10,2,New,,,2014-10-03T19:31:16Z,New,,,,,,,,,"""350113S""",,,,,,,,,,,,,,,,,,,,,
UPDATE,"""071365s""","""788379804855""",MTR PKG 7.5HP 3PH 208-220/440V C PUMP,,,,,"1,952",USD,MISC_OTHER,MTR PKG 7.5HP 3PH 208-220/440V C PUMP,Pentair,Paragon Pool Supplies > Pentair > Pumps > Pump Units,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,base_product,,,,,,,,,,,,,17,IN,23,IN,,,90,LB,15,IN,,,,Pentair,,www.allpoolspa.com,,,,,,,,,,,10,2,New,,,2014-10-03T19:30:02Z,New,,,,,,,,,"""071365s""",,,,,,,,,,,,,,,,,,,,,
UPDATE,"""350732Z""","""788379864712""",MTR PKG EQ 7.5HP TEFC 3PH 60HZ 208-230/460V,,,,,"1,194",USD,MISC_OTHER,MTR PKG EQ 7.5HP TEFC 3PH 60HZ 208-230/460V,Pentair,Paragon Pool Supplies > Pentair > Pumps > Pump Units,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,base_product,,,,,,,,,,,,,9,IN,16,IN,,,74,LB,7,IN,,,,Pentair,,"www.amazon.com,www.allpoolspa.com",,,,,,,,,,,10,2,New,,,2014-10-03T19:31:10Z,New,,,,,,,,,"""350732Z""",,,,,,,,,,,,,,,,,,,,,
UPDATE,"""350733Z""","""788379864729""",MTR PKG EQ 10HP TEFC 3PH 60HZ 208-230/460V,,,,,"1,360",USD,MISC_OTHER,MTR PKG EQ 10HP TEFC 3PH 60HZ 208-230/460V,Pentair,Paragon Pool Supplies > Pentair > Pumps > Pump Units,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,base_product,,,,,,,,,,,,,10,IN,18,IN,,,127,LB,9,IN,,,,Pentair,,"www.amazon.com,www.allpoolspa.com",,,,,,,,,,,10,2,New,,,2014-10-03T19:31:10Z,New,,,,,,,,,"""350733Z""",,,,,,,,,,,,,,,,,,,,,
UPDATE,"""353316S""","""788379859350""",MTR PKG 3HP 2SP EE FULLRATED 230V 60HZ ALMD,,,,,536,USD,MISC_OTHER,MTR PKG 3HP 2SP EE FULLRATED 230V 60HZ ALMD,Pentair,Paragon Pool Supplies > Pentair > Pumps > Pump Units,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,base_product,,,,,,,,,,,,,9,IN,22.5,IN,,,45,LB,11.5,IN,,,,Pentair,,"www.amazon.com,www.allpoolspa.com",,,,,,,,,,,10,2,New,,,2014-10-03T19:31:17Z,New,,,,,,,,,"""353316S""",,,,,,,,,,,,,,,,,,,,,
UPDATE,"""353319S""","""788379864644""",MTR PKG 5HP EE FULLRATED BLK,,,,,524,USD,MISC_OTHER,MTR PKG 5HP EE FULLRATED BLK,Pentair,Paragon Pool Supplies > Pentair > Pumps > Pump Units,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,base_product,,,,,,,,,,,,,11.5,IN,22.5,IN,,,50,LB,9,IN,,,,Pentair,,"www.amazon.com,www.allpoolspa.com",,,,,,,,,,,10,2,New,,,2014-10-03T19:31:14Z,New,,,,,,,,,"""353319S""",,,,,,,,,,,,,,,,,,,,,
UPDATE,"""353051S""","""788379747121""",MTR PKG SQFL 5.0HPF 3PH 60HZ E 208 230 460V ALMD,8541,"Error Code: 8541, Marketplace: ; Description: SKU 353051S, ASIN B008HLMX4A, ('item_name' Merchant: 'MTR PKG SQFL 5.0HPF 3PH 60HZ E 208 230 460V ALMD' / Amazon: 'Pentair 355704S Black 5 HP 3-Phase Square Flange Motor Replacement Challenger High Flow Inground Pool and Spa Pump', 'part_number' Merchant: '353051S' / Amazon: ''). The product_id provided with 353051S corresponds to ASIN B008HLMX4A, but some of the information submitted contradicts information in the Amazon catalog. If your product is the same as this ASIN, please modify your product data to reflect the following Amazon catalog values and resubmit. If your product is different than the ASIN, please check that the product_id is correct. If it is correct, please contact Seller Support for proper resolution.Feed ID: 0 For details, see http://sellercentral.amazon.com/gp/errorcode/8541; ",,,520,USD,MISC_OTHER,MTR PKG SQFL 5.0HPF 3PH 60HZ E 208 230 460V ALMD,Pentair,Paragon Pool Supplies > Pentair > Pumps > Pump Units,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,base_product,,,,,,,,,,,,,11.5,IN,22.5,IN,,,40,LB,9,IN,,,,Pentair,,www.allpoolspa.com,,,,,,,,,,,10,2,New,,,2014-10-03T19:31:11Z,New,,,,,,,,,"""353051S""",,,,,,,,,,,,,,,,,,,,,
UPDATE,"""071364S""","""788379804848""",MTR PKG 5HP 3PH 208-220/440V C PUMP,8541,"Error Code: 8541, Marketplace: ; Description: SKU 071364S, ASIN B008HLH1Y2, ('item_name' Merchant: 'MTR PKG 5HP 3PH 208-220/440V C PUMP' / Amazon: 'Pentair 071364S 3-Phase 5 HP Motor Replacement C-Series Commercial High Performance Pool and Spa Pump (Discontinued by Manufacturer)', 'part_number' Merchant: '071364S' / Amazon: ''). The product_id provided with 071364S corresponds to ASIN B008HLH1Y2, but some of the information submitted contradicts information in the Amazon catalog. If your product is the same as this ASIN, please modify your product data to reflect the following Amazon catalog values and resubmit. If your product is different than the ASIN, please check that the product_id is correct. If it is correct, please contact Seller Support for proper resolution.Feed ID: 0 For details, see http://sellercentral.amazon.com/gp/errorcode/8541; ",,,"1,784",USD,MISC_OTHER,MTR PKG 5HP 3PH 208-220/440V C PUMP,Pentair,Paragon Pool Supplies > Pentair > Pumps > Pump Units,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,base_product,,,,,,,,,,,,,15,IN,23,IN,,,91,LB,17,IN,,,,Pentair,,www.allpoolspa.com,,,,,,,,,,,10,2,New,,,2014-10-03T19:29:58Z,New,,,,,,,,,"""071364S""",,,,,,,,,,,,,,,,,,,,,
UPDATE,"""072742S""","""788379805012""",MTR PKG 15HP 1PH 380/415V 50Hz C PUMP,8541,"Error Code: 8541, Marketplace: ; Description: SKU 072742S, ASIN B008HLH4XU, ('item_name' Merchant: 'MTR PKG 15HP 1PH 380/415V 50Hz C PUMP' / Amazon: 'Pentair 072742S 3-Phase 15 HP Motor Replacement C-Series Commercial High Performance Pool and Spa Pump (Discontinued by Manufacturer)', 'part_number' Merchant: '072742S' / Amazon: ''). The product_id provided with 072742S corresponds to ASIN B008HLH4XU, but some of the information submitted contradicts information in the Amazon catalog. If your product is the same as this ASIN, please modify your product data to reflect the following Amazon catalog values and resubmit. If your product is different than the ASIN, please check that the product_id is correct. If it is correct, please contact Seller Support for proper resolution.Feed ID: 0 For details, see http://sellercentral.amazon.com/gp/errorcode/8541; ",,,"3,128",USD,MISC_OTHER,MTR PKG 15HP 1PH 380/415V 50Hz C PUMP,Pentair,Paragon Pool Supplies > Pentair > Pumps > Pump Units,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,base_product,,,,,,,,,,,,,,,,,,,110,LB,,,,,,Pentair,,www.allpoolspa.com,,,,,,,,,,,10,2,New,,,2014-10-03T19:30:00Z,New,,,,,,,,,"""072742S""",,,,,,,,,,,,,,,,,,,,,
UPDATE,"""355003S""","""788379746865""",MTR PKG W/SWTCH SQFL 1PH 3/4HPF 1A 60HZ 2SP ALMD,8541,"Error Code: 8541, Marketplace: ; Description: SKU 355003S, ASIN B008HLLOMW, ('item_name' Merchant: 'MTR PKG W/SWTCH SQFL 1PH 3/4HPF 1A 60HZ 2SP ALMD' / Amazon: 'Pentair 355003S Almond 1 HP Single Phase Dual Speed Square Flange Motor Replacement, SuperFlo Inground Pool and Spa Pump', 'part_number' Merchant: '355003S' / Amazon: ''). The product_id provided with 355003S corresponds to ASIN B008HLLOMW, but some of the information submitted contradicts information in the Amazon catalog. If your product is the same as this ASIN, please modify your product data to reflect the following Amazon catalog values and resubmit. If your product is different than the ASIN, please check that the product_id is correct. If it is correct, please contact Seller Support for proper resolution.Feed ID: 0 For details, see http://sellercentral.amazon.com/gp/errorcode/8541; ",,,265,USD,MISC_OTHER,MTR PKG W/SWTCH SQFL 1PH 3/4HPF 1A 60HZ 2SP ALMD,Pentair,Paragon Pool Supplies > Pentair > Pumps > Pump Units,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,base_product,,,,,,,,,,,,,11.5,IN,22.5,IN,,,23,LB,9.25,IN,,,,Pentair,,www.allpoolspa.com,,,,,,,,,,,10,2,New,,,2014-10-03T19:31:10Z,New,,,,,,,,,"""355003S""",,,,,,,,,,,,,,,,,,,,,
UPDATE,"""355009S""","""788379859862""",MTR PKG .75HP 1A 1PH 1SP 208-230/115V BLK,,,,,216,USD,MISC_OTHER,MTR PKG .75HP 1A 1PH 1SP 208-230/115V BLK,Pentair,Paragon Pool Supplies > Pentair > Pumps > Pump Units,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,base_product,,,,,,,,,,,,,11.5,IN,22.5,IN,,,30,LB,9,IN,,,,Pentair,,"www.amazon.com,www.allpoolspa.com",,,,,,,,,,,10,2,New,,,2014-10-03T19:31:12Z,New,,,,,,,,,"""355009S""",,,,,,,,,,,,,,,,,,,,,
UPDATE,"""355008S""","""788379859855""",MTR PKG .75HP 1A 1PH 1SP 208-230/115V ALMD,,,,,216,USD,MISC_OTHER,MTR PKG .75HP 1A 1PH 1SP 208-230/115V ALMD,Pentair,Paragon Pool Supplies > Pentair > Pumps > Pump Units,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,base_product,,,,,,,,,,,,,10,IN,18,IN,,,29.55,LB,10,IN,,,,Pentair,,"www.amazon.com,www.allpoolspa.com",,,,,,,,,,,10,2,New,,,2014-10-03T19:31:12Z,New,,,,,,,,,"""355008S""",,,,,,,,,,,,,,,,,,,,,
UPDATE,"""355013S""","""788379857998""",MTR PKG 1.5HP 2A 1PH 1SP 208-230 BLK,,,,,274,USD,MISC_OTHER,MTR PKG 1.5HP 2A 1PH 1SP 208-230 BLK,Pentair,Paragon Pool Supplies > Pentair > Pumps > Pump Units,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,base_product,,,,,,,,,,,,,11.5,IN,22.5,IN,,,34.78,LB,9,IN,,,,Pentair,,"www.amazon.com,www.allpoolspa.com",,,,,,,,,,,10,2,New,,,2014-10-03T19:31:16Z,New,,,,,,,,,"""355013S""",,,,,,,,,,,,,,,,,,,,,
UPDATE,"""355014S""","""788379858285""",MTR PKG 2HP 2.5A 1PH 1SP 208-230V ALMD,8541,"Error Code: 8541, Marketplace: ; Description: SKU 355014S, ASIN B00BD5BM76, ('item_name' Merchant: 'MTR PKG 2HP 2.5A 1PH 1SP 208-230V ALMD' / Amazon: 'Pentair 355014S Whisperflo Pool Pump Motor Old Part Number', 'part_number' Merchant: '355014S' / Amazon: ''). The product_id provided with 355014S corresponds to ASIN B00BD5BM76, but some of the information submitted contradicts information in the Amazon catalog. If your product is the same as this ASIN, please modify your product data to reflect the following Amazon catalog values and resubmit. If your product is different than the ASIN, please check that the product_id is correct. If it is correct, please contact Seller Support for proper resolution.Feed ID: 0 For details, see http://sellercentral.amazon.com/gp/errorcode/8541; ",,,325,USD,MISC_OTHER,MTR PKG 2HP 2.5A 1PH 1SP 208-230V ALMD,Pentair,Paragon Pool Supplies > Pentair > Pumps > Pump Units,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,base_product,,,,,,,,,,,,,11.5,IN,22.5,IN,,,39,LB,9,IN,,,,Pentair,,www.allpoolspa.com,,,,,,,,,,,10,2,New,,,2014-10-03T19:31:16Z,New,,,,,,,,,"""355014S""",,,,,,,,,,,,,,,,,,,,,
UPDATE,"""355017S""","""788379865030""",MTR PKG SQFL 3HP S 1PH 1SP 208-230V BLK,,,,,422,USD,MISC_OTHER,MTR PKG SQFL 3HP S 1PH 1SP 208-230V BLK,Pentair,Paragon Pool Supplies > Pentair > Pumps > Pump Units,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,base_product,,,,,,,,,,,,,11.5,IN,22.5,IN,,,40,LB,9,IN,,,,Pentair,,"www.amazon.com,www.allpoolspa.com",,,,,,,,,,,10,2,New,,,2014-10-03T19:31:10Z,New,,,,,,,,,"""355017S""",,,,,,,,,,,,,,,,,,,,,
UPDATE,"""355010S""","""788379857967""",MTR PKG 1HP 1.5A 1PH 1SP 208-230/115V ALMD,8541,"Error Code: 8541, Marketplace: ; Description: SKU 355010S, ASIN B00DP5TUW6, ('item_name' Merchant: 'MTR PKG 1HP 1.5A 1PH 1SP 208-230/115V ALMD' / Amazon: 'PENTAIR WATER POOL AND SPA INC 355010S E 1PH 1SP 208-230/115V ALMD', 'part_number' Merchant: '355010S' / Amazon: ''). The product_id provided with 355010S corresponds to ASIN B00DP5TUW6, but some of the information submitted contradicts information in the Amazon catalog. If your product is the same as this ASIN, please modify your product data to reflect the following Amazon catalog values and resubmit. If your product is different than the ASIN, please check that the product_id is correct. If it is correct, please contact Seller Support for proper resolution.Feed ID: 0 For details, see http://sellercentral.amazon.com/gp/errorcode/8541; ",,,234,USD,MISC_OTHER,MTR PKG 1HP 1.5A 1PH 1SP 208-230/115V ALMD,Pentair,Paragon Pool Supplies > Pentair > Pumps > Pump Units,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,base_product,,,,,,,,,,,,,11.5,IN,22.5,IN,,,31.6,LB,9,IN,,,,Pentair,,www.allpoolspa.com,,,,,,,,,,,10,2,New,,,2014-10-03T19:31:14Z,New,,,,,,,,,"""355010S""",,,,,,,,,,,,,,,,,,,,,
UPDATE,"""355018s""","""788379853211""",MTR PKG .5HP .75A 1PH 1SP 208-230/115V ALMD,,,,,173,USD,MISC_OTHER,MTR PKG .5HP .75A 1PH 1SP 208-230/115V ALMD,Pentair,Paragon Pool Supplies > Pentair > Pumps > Pump Units,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,base_product,,,,,,,,,,,,,11.5,IN,22.5,IN,,,24,LB,9,IN,,,,Pentair,,"www.amazon.com,www.allpoolspa.com",,,,,,,,,,,10,2,New,,,2014-10-03T19:31:12Z,New,,,,,,,,,"""355018s""",,,,,,,,,,,,,,,,,,,,,
UPDATE,"""355024S""","""788379803292""",MTR PKG 1.5HP 2A 1PH 1SP 208-230/115V ALMD,8541,"Error Code: 8541, Marketplace: ; Description: SKU 355024S, ASIN B008HLLRYM, ('item_name' Merchant: 'MTR PKG 1.5HP 2A 1PH 1SP 208-230/115V ALMD' / Amazon: 'Pentair 355024S Single Phase Single Speed Square Flange Motor Replacement Pool and Spa Pump, 1-1/2 HP, Almond', 'part_number' Merchant: '355024S' / Amazon: ''). The product_id provided with 355024S corresponds to ASIN B008HLLRYM, but some of the information submitted contradicts information in the Amazon catalog. If your product is the same as this ASIN, please modify your product data to reflect the following Amazon catalog values and resubmit. If your product is different than the ASIN, please check that the product_id is correct. If it is correct, please contact Seller Support for proper resolution.Feed ID: 0 For details, see http://sellercentral.amazon.com/gp/errorcode/8541; ",,,276,USD,MISC_OTHER,MTR PKG 1.5HP 2A 1PH 1SP 208-230/115V ALMD,Pentair,Paragon Pool Supplies > Pentair > Pumps > Pump Units,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,base_product,,,,,,,,,,,,,,,,,,,35.9,LB,,,,,,Pentair,,www.allpoolspa.com,,,,,,,,,,,10,2,New,,,2014-10-03T19:31:15Z,New,,,,,,,,,"""355024S""",,,,,,,,,,,,,,,,,,,,,
UPDATE,"""355011S""","""788379857974""",MTR PKG 1HP 1.5A 1PH 1SP 208-230/115V BLK,,,,,234,USD,MISC_OTHER,MTR PKG 1HP 1.5A 1PH 1SP 208-230/115V BLK,Pentair,Paragon Pool Supplies > Pentair > Pumps > Pump Units,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,base_product,,,,,,,,,,,,,11.5,IN,22.5,IN,,,31.6,LB,9,IN,,,,Pentair,,"www.amazon.com,www.allpoolspa.com",,,,,,,,,,,10,2,New,,,2014-10-03T19:31:17Z,New,,,,,,,,,"""355011S""",,,,,,,,,,,,,,,,,,,,,
UPDATE,"""355019S""","""788379853228""",MTR PKG .5HP .75A 1PH 1SP 208-230/115V BLK,,,,,174,USD,MISC_OTHER,MTR PKG .5HP .75A 1PH 1SP 208-230/115V BLK,Pentair,Paragon Pool Supplies > Pentair > Pumps > Pump Units,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,base_product,,,,,,,,,,,,,11.5,IN,22.5,IN,,,23.55,LB,9,IN,,,,Pentair,,"www.amazon.com,www.allpoolspa.com",,,,,,,,,,,10,2,New,,,2014-10-03T19:31:12Z,New,,,,,,,,,"""355019S""",,,,,,,,,,,,,,,,,,,,,
UPDATE,"""355016S""","""788379848897""",MTR PKG SQFL 3HP E 1PH 1SP 208-230v ALMND,,,,,422,USD,MISC_OTHER,MTR PKG SQFL 3HP E 1PH 1SP 208-230v ALMND,Pentair,Paragon Pool Supplies > Pentair > Pumps > Pump Units,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,base_product,,,,,,,,,,,,,10,IN,21,IN,,,40.5,LB,10,IN,,,,Pentair,,"www.amazon.com,www.allpoolspa.com",,,,,,,,,,,10,2,New,,,2014-10-03T19:31:11Z,New,,,,,,,,,"""355016S""",,,,,,,,,,,,,,,,,,,,,
UPDATE,"""355025S""","""788379803346""",MTR PKG 1.5HP 2A 1PH 1SP 208-230/115V BLK,8541,"Error Code: 8541, Marketplace: ; Description: SKU 355025S, ASIN B008HLLSNM, ('item_name' Merchant: 'MTR PKG 1.5HP 2A 1PH 1SP 208-230/115V BLK' / Amazon: 'Pentair 355025S Black 1-1/2 HP Single Phase Square Flange Motor Replacement Sta-Rite Max-E-Pro P6R6F-207L Inground Pump (Discontinued by Manufacturer)', 'part_number' Merchant: '355025S' / Amazon: ''). The product_id provided with 355025S corresponds to ASIN B008HLLSNM, but some of the information submitted contradicts information in the Amazon catalog. If your product is the same as this ASIN, please modify your product data to reflect the following Amazon catalog values and resubmit. If your product is different than the ASIN, please check that the product_id is correct. If it is correct, please contact Seller Support for proper resolution.Feed ID: 0 For details, see http://sellercentral.amazon.com/gp/errorcode/8541; ",,,276,USD,MISC_OTHER,MTR PKG 1.5HP 2A 1PH 1SP 208-230/115V BLK,Pentair,Paragon Pool Supplies > Pentair > Pumps > Pump Units,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,base_product,,,,,,,,,,,,,9,IN,22,IN,,,37,LB,11,IN,,,,Pentair,,www.allpoolspa.com,,,,,,,,,,,10,2,New,,,2014-10-03T19:31:15Z,New,,,,,,,,,"""355025S""",,,,,,,,,,,,,,,,,,,,,
UPDATE,"""355027S""","""788379803353""",MTR PKG 2HP 2.5A 1PH 1SP 208-230V BLK,8541,"Error Code: 8541, Marketplace: ; Description: SKU 355027S, ASIN B008HLLTR2, ('item_name' Merchant: 'MTR PKG 2HP 2.5A 1PH 1SP 208-230V BLK' / Amazon: 'Pentair 355027S Black 2 HP Single Phase Square Flange Motor Replacement, Sta-Rite Max-E-Pro Series P6R6G-208L Inground Pump (Discontinued by Manufacturer)', 'part_number' Merchant: '355027S' / Amazon: ''). The product_id provided with 355027S corresponds to ASIN B008HLLTR2, but some of the information submitted contradicts information in the Amazon catalog. If your product is the same as this ASIN, please modify your product data to reflect the following Amazon catalog values and resubmit. If your product is different than the ASIN, please check that the product_id is correct. If it is correct, please contact Seller Support for proper resolution.Feed ID: 0 For details, see http://sellercentral.amazon.com/gp/errorcode/8541; ",,,324,USD,MISC_OTHER,MTR PKG 2HP 2.5A 1PH 1SP 208-230V BLK,Pentair,Paragon Pool Supplies > Pentair > Pumps > Pump Units,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,base_product,,,,,,,,,,,,,45,IN,44.5,IN,,,33.3,LB,44,IN,,,,Pentair,,www.allpoolspa.com,,,,,,,,,,,10,2,New,,,2014-10-03T19:31:11Z,New,,,,,,,,,"""355027S""",,,,,,,,,,,,,,,,,,,,,
